		
1e-06	3.0058e+07	3.3547e+06
1.1005e-06	2.6219e+07	2.9662e+06
1.211e-06	2.4937e+07	2.616e+06
1.3327e-06	2.2663e+07	2.3015e+06
1.4665e-06	1.8395e+07	2.0204e+06
1.6139e-06	1.7988e+07	1.7699e+06
1.776e-06	1.5274e+07	1.5474e+06
1.9544e-06	1.5114e+07	1.3505e+06
2.1507e-06	9.4787e+06	1.1767e+06
2.3668e-06	9.6322e+06	1.0237e+06
2.6045e-06	7.9818e+06	8.8935e+05
2.8662e-06	8.3782e+06	7.7158e+05
3.1541e-06	5.3609e+06	6.6856e+05
3.471e-06	5.3949e+06	5.7858e+05
3.8196e-06	5.3487e+06	5.0009e+05
4.2033e-06	4.0031e+06	4.3171e+05
4.6256e-06	3.1754e+06	3.7219e+05
5.0903e-06	3.3365e+06	3.2043e+05
5.6016e-06	2.6463e+06	2.7544e+05
6.1644e-06	1.9804e+06	2.3637e+05
6.7836e-06	2.1626e+06	2.0244e+05
7.4651e-06	1.7058e+06	1.7299e+05
8.215e-06	1.3058e+06	1.4743e+05
9.0402e-06	1.2416e+06	1.2525e+05
9.9484e-06	1.0375e+06	1.0602e+05
1.0948e-05	9.5787e+05	89328
1.2048e-05	7.8148e+05	74853
1.3258e-05	7.1208e+05	62298
1.459e-05	4.8678e+05	51407
1.6055e-05	3.7691e+05	41961
1.7668e-05	3.8083e+05	33767
1.9443e-05	2.569e+05	26660
2.1396e-05	2.3178e+05	20496
2.3546e-05	1.7864e+05	15150
2.5911e-05	1.2733e+05	10515
2.8514e-05	69059	6498
3.1378e-05	32861	3017.2
3.453e-05	32.038	3.1474
3.7999e-05	-22483	-2604.5
4.1817e-05	-45780	-4857.9
4.6017e-05	-83048	-6802.1
5.064e-05	-81338	-8476
5.5727e-05	-1.091e+05	-9913
6.1325e-05	-1.0951e+05	-11142
6.7486e-05	-1.2125e+05	-12188
7.4265e-05	-1.2042e+05	-13072
8.1726e-05	-1.4351e+05	-13812
8.9936e-05	-1.405e+05	-14425
9.897e-05	-1.5104e+05	-14922
0.00010891	-1.6517e+05	-15316
0.00011985	-1.776e+05	-15616
0.00013189	-1.6572e+05	-15830
0.00014514	-1.5888e+05	-15964
0.00015972	-1.6241e+05	-16024
0.00017577	-1.3796e+05	-16016
0.00019343	-1.9128e+05	-15942
0.00021286	-1.5094e+05	-15805
0.00023424	-1.7129e+05	-15609
0.00025777	-1.5828e+05	-15356
0.00028367	-1.6957e+05	-15047
0.00031216	-1.4641e+05	-14684
0.00034352	-1.387e+05	-14269
0.00037803	-1.3965e+05	-13804
0.00041601	-1.1028e+05	-13291
0.0004578	-1.2141e+05	-12732
0.00050379	-1.288e+05	-12130
0.0005544	-98487	-11488
0.00061009	-1.1321e+05	-10810
0.00067138	-1.0666e+05	-10102
0.00073882	-82471	-9367.9
0.00081304	-87571	-8615.3
0.00089472	-76580	-7851.1
0.0009846	-79057	-7083.4
0.0010835	-70176	-6320.9
0.0011924	-58488	-5572.7
0.0013121	-40783	-4848.3
0.0014439	-42173	-4156.9
0.001589	-35325	-3507.1
0.0017486	-27687	-2907
0.0019243	-20790	-2362.9
0.0021176	-21172	-1879.8
0.0023303	-17207	-1460.2
0.0025644	-11129	-1105
0.002822	-7180.6	-812.19
0.0031055	-5416.2	-578.12
0.0034175	-3379.3	-397.1
0.0037608	-2880.3	-262.17
0.0041386	-1618	-165.6
0.0045544	-982.19	-99.537
0.0050119	-451.97	-56.559
